Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Investor
TaxBuddy.com,FinTech,,1000000.0,Mumbai,,Zenith Global
Awign Enterprises,Work fulfillment,,500000.0,Bangalore,,"Unitus Ventures, Work10M"
Circle of Angels,FinTech,,3000000.0,Gurgaon,,
CoinDCX,FinTech,Series B,10000000.0,Mumbai,,"Coinbase Ventures, Polychain"
Glance,AI startup,,145000000.0,Bangalore,,Mithril Capital Management.
VerSe Innovation,Telecommunication,,100000000.0,Bangalore,,Google
Voosh,Food Industry,Pre-seed,0.0,Bangalore,,Better Capital
Delhivery,E-commerce,,0.0,Gurgaon,,"Steadview Capital, Canada Pension Plan Investment Board"
Arya,AgriTech,Series B,21000000.0,Noida,,Quona Capital
Pickrr,Logistics,,4000000.0,New Delhi,,Swastika
PhonePe,FinTech,,20000000.0,Andheri,,"Flipkart, Walmart"
Countingwell,EdTech,Pre-series A,1000000.0,Bangalore,,"Delhi Private School, UAE, Interstar"
Callify.ai,Tech Startup,Seed,560000.0,Mumbai,,Malpani Ventures
Hudle,Sports,Pre-series A,0.0,New Delhi,,Survam Partners
Cover it Up,E-commerce,Seed,400000.0,Chennai,,Angel investors
BiteSpeed,E-commerce,Seed,275000.0,Gurgaon,,Whiteboard Capital
WakeFit,Retail,Series B,20000000.0,Bangalore,,Sequoia Capital.
Sreyas Holistic Remedies,Medtech,,1000000.0,Hyderabad,,Blacksoil
Fleeca India,Tyre management,,0.0,Jaipur,,Bridgestone India
M1xchange,FinTech,,4500000.0,Gurgaon,,"BEENEXT, Mayfield Fund"
Exotel,Cloud company,,5000000.0,Bangalore,,"A91 Partners, Artha India Ventures"
PagarBook,Software company,Series A,15000000.0,Bangalore,,"Sequoia Capital, India Quotient"
PointOne Capital,Venture capitalist,,0.0,Bangalore,,
Ayana,Renewable player,,390000000.0,Bangalore,,"NIIF Ltd, CDC Group"
Fisdom,FinTech,,7000000.0,Bangalore,,"PayU Finance India, Quona Capital"
Tinker Coders,EdTech,Seed,0.0,Noida,,STEMROBO Technologies
Infinite Uptime,IoT startup,Series B,5100000.0,Pune,,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund"
HappyLocate,SaaS startup,Pre-series A,500000.0,Bangalore,,The CoWrks Foundry
PhonePe,FinTech,,700000000.0,New Delhi,,Flipkart
Loop Health,HealthTech,Seed,2300000.0,Pune,,"Y Combinator, Sierra Ventures"
NeoDocs,HealthTech,Pre-seed,0.0,Mumbai,,9Unicorns Accelerator Fund
The ePlane,Aero company,Seed,0.0,Chennai,,Speciale Invest
TagMango,Marketing company,Seed,700000.0,Mumbai,,"XRM Media, Kevin Lin"
The New Shop,Retail startup,Seed,500000.0,New Delhi,,Huddle Accelerator
MobiKwik,FinTech,,7000000.0,Gurgaon,,"Hindustan Media Venture, Nicolas Jarrosson"
DebugsBunny,EdTech,,100000.0,Pune,,India Angel Fund
BHIVE Investech,Co-working Startup,Seed,1000000.0,Bangalore,,Blume Ventures
Rivigo,Logistics,,19000000.0,Gurgaon,,"Elevation Capital, Trifecta Capital Advisors"
ZipLoan,Finance company,,3000000.0,New Delhi,,"Stride Ventures, Matrix Partners India"
Swipez,FinTech,,0.0,Pune,,"9Unicorns, Anicut"
Humus,AgriTech,,0.0,Bangalore,,"Venture Catalysts, 9Unicorns, We Founders Circle."
Artivatic.ai,Tech company,,0.0,Bangalore,,"SenseAI Ventures, Saurabh Chugh"
Prescinto,Solar Monitoring Company,Seed,0.0,Ahmedabad,,"Startup incubator, Accelerator Venture Catalysts"
Toppeq,SaaS startup,Seed,0.0,Mumbai,,
Bolo Indya,Video sharing platform,,400000.0,Gurgaon,,"India Accelerator, Sunil Kamath"
Bombay Play,Gaming startup,Seed,1000000.0,Bangalore,,"Ramakant Sharma, Leo Capital India"
FreshToHome,E-commerce,,0.0,Bangalore,,Investment Corporation of Dubai (ICD)
KIKO TV,Video streaming platform,Seed,0.0,Mumbai,,"9Point8 Capital, Sunil Kumar Singhvi"
Atomberg Technologies,Consumer appliances,Series B,9000000.0,Mumbai,,"Sandeep Tandon, Survam Partners"
DealShare,E-commerce,Series C,21000000.0,Jaipur,,"Falcon Edge Capital, Omidyar Network"
Smallcase,FinTech,,0.0,Bangalore,,"WEH Ventures, BEENEXT"
CueMath,EdTech,Series C,40000000.0,Bangalore,,"Sequoia Capital India, CapitalG"
Gamerji,Gaming startup,Seed,0.0,Ahmedabad,,La Gajjar Group.
5C Network,HealthTech,Pre-series A,1200000.0,Bangalore,,"Axilor Ventures, Unitus Ventures"
Ethereum Push Notification Service,Blockchain startup,Seed,750000.0,Mumbai,,Prolific angel investors
Mihup,Conversational AI platform,Series A,1500000.0,Kolkata,,"Ideaspring Capital, Accel"
RuralBasket,E-commerce,,500000.0,"Tirunelveli, Tamilnadu",,Nativelead Foundation
WayCool Foods,AgriTech,Debt,7800000.0,Chennai,,"FMO, IndusInd Bank"
Infra.Market,Real Estate,Series B,20000000.0,Thane,,"Trifecta Capital Advisors, Nexus Venture Partners"
Info Edge Venture,Venture capitalist,,50000000.0,Noida,,Lightbox
Clovia,E-commerce,Pre-series C,4000000.0,Noida,,"Golden Birch Investments, She Capital"
Codingal,EdTech,Seed,560000.0,Bangalore,,"Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator."
CRED,Finance company,Series C,80000000.0,Bangalore,,"General Catalyst, Ribbit Capital"
Vistaar Finance,Finance company,,30000000.0,Bangalore,,FMO
Let's Dive,SaaS platform,,1700000.0,Bangalore,,Surge
Habitat,EdTech,Seed,600000.0,,,"Unitus Ventures, Whiteboard Capital"
SAWO Labs,SaaS platform,Seed,600000.0,Mumbai,,"StartupXseed Ventures, 100X.VC"
Signzy,AI platform,,3000000.0,Bangalore,,"Stellaris Venture Partners, Mastercard"
KopyKitab,EdTech,,0.0,Bangalore,,"Paula Mariwala, Siddharth Anand"
Kyt,EdTech,,2500000.0,Singapore,,Sequoia Capital India’s Surge
Raskik,Fusion beverages,Pre-series A,1000000.0,,,"Venture Catalysts, 9Unicorns"
GetWork,HR Tech,Pre-seed,40000.0,Gurugram,,India Accelerator
Mobile Premier League (MPL),Gaming,Series B,500000.0,Bangalore,,"Pegasus Tech Ventures, Base Partners"
Pravasirojgar,Job portal,,33000000.0,,,GoodWorker.
Omatra Hotels,Hospitality,Seed,0.0,Kolkata,,Capify
Awign,Job portal,Pre-series B,0.0,Bangalore,,"Unitus Ventures, Work10M"
NewsReach,Digital Media,Seed,1500000.0,Gujarat,,"Mumbai Angels, JITO Angel Network."
Cashfree,FinTech,Series B,35000000.0,Bangalore,,"George Osborne, Smilegate Investment"
Credgenics,FinTech,Pre-series A,3000000.0,New Delhi,,"Accel India, Breadlake Ventures"
GeoIQ,AI startup,Seed,300000.0,Bangalore,,"Ankur Mittal, Mitesh Shah"
Country Delight,Dairy startup,Series C,25000000.0,Haryana,,"IIFL Asset Management, Matrix Partners"
Quintype,Content management,Series A,3500000.0,Bangalore,,IIFL AMC
CARS24,Retail,Series E,200000000.0,Haryana,,"Global Car Group, Freemark holdings"
Astrogate Labs,Spacetech,,0.0,Bangalore,,"Venture Catalysts, Speciale Invest"
Power Gummies,HealthTech,Bridge,0.0,New Delhi,,Venture Catalysts
Cityflo,Transportation,Series A,7000000.0,Mumbai,,"Anupam Mittal, India Quotient"
AlgoBulls,Trading platform,,200000.0,Mumbai,,Venture Catalysts
Credgenics,FinTech,Pre-series A,3000000.0,Gurugram,,"Accel India, Breadlake Ventures"
Inntot,Tech company,,0.0,Kerala,,Unicorn India Ventures
Ensuredit,FinTech,Pre-series A,300000.0,Gurugram,,Venture Catalysts
Shipsy,AI Company,Series A,6000000.0,Gurugram,,"DTDC, Udaan Angel Partners"
ERPNext,Tech company,,1000000.0,Mumbai,,Rainmatter
LightSpeedAI,Photonics startup,,0.0,Bangalore,,"YourNest, growX ventures"
Grip Invest,FinTech,Pre-series A,0.0,Gurugram,,Gemba Capital
Unacademy,EdTech,,0.0,Bangalore,,"Dragoneer Investment Group, Tiger Global Management"
Yellow Classes,EdTech,Pre-series A,1300000.0,Gurugram,,India Quotient
Plum,HealthTech,,4100000.0,Bangalore,,"Surge, Tanglin Venture Partners"
STAGE,Entertainment,,1000000.0,Indore,,Venture Catalysts
Nykaa,Cosmetics,,0.0,Mumbai,,"Alia Bhatt, Katrina Kaif"
Kaagaz Scanner,Scanning app,,575000.0,,,Pravega Ventures
NIRA,FinTech,,1000000.0,Bangalore,,"Techstars Bangalore Accelerator, Techstars"
Prolixr,Skincare startup,Seed,0.0,Gurugram,,"Alfa Ventures, Divij Bajaj"
Byju's,EdTech,,200000000.0,Bangalore,,"Owl Ventures, Tiger Global Management"
DaMENSCH,E-commerce,,6000000.0,Bangalore,,"Whiteboard Capital, Matrix Partners India"
Country Delight,Food and Beverages,Series C,25000000.0,Haryana,,"Orios Venture Partners, Matrix Partners India"
SignalX,AI startup,Seed,800000.0,Hyderabad,,"9Unicorns, 3Lines VC, Hyderabad Angels"
Lancify,EdTech,,300000.0,Bangalore,,"Techstars, Techstars Bangalore Accelerator"
Krimanshi,Biotechnology company,Seed,600000.0,Jodhpur,,"Rajasthan Venture Capital Fund, AIM Smart City"
Instoried,AI startup,Pre-series A,1000000.0,Bangalore,,"Venture Catalysts, SOSV"
PlayerzPot,Gaming startup,Series A,3000000.0,Mumbai,,
Instamojo,FinTech,,0.0,Bangalore,,"BASE, Gunosy Capital"
Turtlemint,HealthTech,,30000000.0,Mumbai,,"Nexus Venture Partners, Dream Incubator"
Arata,E-commerce,Pre-series A,1000000.0,New Delhi,,DSG Consumer Partners
MPL,Gaming startup,,5000000.0,Bangalore,,"Pegasus Tech Ventures, Base Partners"
True Balance,FinTech,,28000000.0,Gurugram,,"IBK Capital, SB Partners"
Thrive,FoodTech,Pre-series A,0.0,Mumbai,,"Whiteboard Capital, Ahimsa Capital"
Kitchens Centre,Proptech,Pre-series A,0.0,New Delhi,,"Jonathan Swanson, Ankush Gera"
Prescribe,HealthTech,,100000.0,Chennai,,Titan Capital
Nepra,CleanTech,Series C,18000000.0,Ahmedabad,,"Asha Impact, Aavishkaar Venture Capital"
inFeedo,SaaS startup,,3200000.0,Gurugram,,"Peyush Bansal, Ritesh Malik"
Shilpa Sciences,HealthTech,Pre-series A,0.0,Bangalore,,AngelList India
Arzooo,Tech Startup,,0.0,Bangalore,,"3Lines, Jabbar Internet Group"
MindTickle,SaaS platform,Debt,100000000.0,Pune,,"Canaan Partners, NewView Capital"
Krimanshi,Biotechnology company,Seed,600000.0,Jodhpur,,"Rajasthan Venture Capital Fund, AIM Smart City"
Slice,FinTech,Debt,5000000.0,Bangalore,,"Better Capital, Gunosy"
Rapawalk,E-commerce,Seed,300000.0,Bangalore,,"Sanjay Ramakrishnan, Ravi Garikipati"
Oga Fit's,Fitness startup,Pre-series A,0.0,Bangalore,,9Unicorns
LAVAL,Cosmetics,Pre-series A,0.0,Bangalore,,Jazal Group
Stride Ventures,Venture capitalist,,80000000.0,New Delhi,,Small Industries Development Bank of India
BlackSoil,FinTech,,10000000.0,Mumbai,,
Biocon,Healthcare,,15000000.0,Bangalore,,Goldman Sachs
Clientjoy,SaaS startup,Pre-series A,800000.0,Gujarat,,"LetsVenture, Jyotsna Bapat"
Xpressbees,E-commerce,,100000000.0,Pune,,"Alibaba Group, InnoVen Capital"
GalaxyCard,FinTech,Seed,0.0,Gurugram,,India Accelerator
Wellness Forever,HealthTech,,100000000.0,Mumbai,,"Poonawalla, Allana Group"
MoooFarm,AgriTech,Pre-seed,500000.0,Gurugram,,"Navus Ventures, Rockstart"
BitClass,PaaS startup,Seed,2000000.0,Bangalore,,"AET Japan, Figure Eight Investments, Waterbridge Ventures"
Gonuts,Entertainment,Seed,400000.0,Mumbai,,"Sweta Rau, Archana Priyadarshini"
Uolo,EdTech,Seed,2000000.0,Bangalore,,"Rajul Garg, Purvi Capital"
Kirana King,Retail,Pre-series A,900000.0,"Jaipur, Rajastan",,Rajasthan Venture Capital Fund
Jade Forest,Beverages,Seed,250000.0,Delhi,,
iKure,HealthTech,,0.0,Kolkata,,"Ratan Tata, Inflection Point Ventures, Ankur Mittal"
FrontRow,EdTech,Seed,3200000.0,Bangalore,,"Lightspeed, Elevation, Deepika Padukone"
Reliance Retail,E-commerce,,10000000.0,Mumbai,,"Abu Dhabi Investment Authority, GIC"
TUBBR,Social Media,,0.0,"Frisco, Texas, United States",,Global Ascent Partners
Ather Energy,Automobiles,Series D,35000000.0,Bangalore,,HeroMotoCorp Ltd and Sachin Bansal
Routematic,SaaS startup,,2000000.0,Bangalore,,"VAMM Ventures, Naresh Malhotra"
LivFin,FinTech,,4700000.0,New Delhi,,"DEG, KFW DEG"
Universal Sportsbiz Pvt Ltd,Fashion startup,,0.0,Bangalore,,"Accel, Alteria Capital"
Lattu Kids,EdTech,,0.0,Mumbai,,Mumbai Angels Network
Eggoz,Food & Bevarages,Pre-series A,1500000.0,Indore,,"AVANA Capital, Rebright Partners"
Steradian Semiconductors,Deeptech,,0.0,Bangalore,,Endiya Partners.
CHARGE+ZONE,EV startup,Pre-series A,3000000.0,Gujarat,,Mumbai Angels
Stones2milestones,EdTech,Bridge,2000000.0,Gurugram,,"Menterra Venture Advisors, Emandi Sankara Rao"
Udacity,EdTech,Debt,75000000.0,California,,"Hercules Capital, Inc.Bertelsmann"
AjnaLens,AR/VR startup,Bridge,1000000.0,Thane,,"Mohsin Hani Al Bahrani, MoD"
Gully Network,E-commerce,Pre-series A,1200000.0,Bangalore,,"CP Ventures, Orios Venture Partners"
TurboHire,Recruitment startup,Seed,1000000.0,Hyderabad,,"Kia Ora Ventures, Pentathlon Ventures"
Traya,HealthTech,Seed,0.0,Mumbai,,"Kae Capital, Whiteboard Capital"
Charcoal Eats,QSR startup,,2000000.0,Mumbai,,Lokmat Investments
Mitron TV,Video platform,,0.0,Bangalore,,9Unicorns
Svami,Food & Bevarages,,800000.0,Mumbai,,"Niren Shah, Rukam Capital Trust"
Dhurnia,EdTech,,100000.0,"Dhingsara, Haryana",,"Chandigarh Angels Network, Modulor Capital"
Expertrons,EdTech,,0.0,Mumbai,,"Rohit Chanana, Sukanta Ganguly"
Leena AI,AI startup,,8000000.0,"New York, United States",,"Alan Patricof, Jim Moffatt"
Bizlog,Logistics,,1000000.0,Bangalore,,IAN Fund
Tamasha.live,Gaming,,300000.0,Mumbai,,"9Unicorns, Titan Capital, FirstCheque"
Fedo,AI startup,,1000000.0,Bangalore,,AIM Smart City
FabHotels,Hospitality,,1000000.0,Gurugram,,"RB Investments Pte. Ltd, Goldman Sachs"
Freshokartz,AgriTech,Pre-series A,1000000.0,"Jaipur, Rajastan",,"Rajasthan Venture Capital Fund, Innovana Thinklabs"
FlexiLoans,FinTech,Debt,6000000.0,Mumbai,,>Vikram Sud
Agrix,AgriTech,,0.0,Patna,,Maple Capital Advisors
BharatAgri,AgriTech,Pre-series A,0.0,Pune,,"021 Capital, India Quotient"
FreshtoHome,E-commerce,Series C,121000000.0,Bangalore,,"Ascent Capital, Iron Pillar"
Credable,FinTech,,4500000.0,Mumbai,,Oaks Asset Management
Railofy,Transportation,Seed,5000000.0,Mumbai,,"Roots Ventures, Better Capital"
Finova Capital,FinTech,,55000000.0,"Jaipur, Rajastan",,"Sequoia Capital India, Faering Capital"
Teachmint,Edtech,Seed,3500000.0,Bangalore,,Lightspeed India
Peel-Works,E-commerce,,3000000.0,Mumbai,,"CESC Ventures, Brun Raschle"
Janani,Fertility tech,Pre-seed,200000.0,Bangalore,,9Unicorns
Credgenics,FinTech,Seed,3300000.0,Gurugram,,"Accel, Sunder Nookala"
Finelistings,Luxury car startup,,0.0,New Delhi,,Justdial
Wellversed,Healthcare,Pre-series A,0.0,New Delhi,,"KLUB Works, Shankar Narayanan"
Nykaa,Cosmetics,,0.0,Mumbai,,"Alia Bhatt, Katrina Kaif"
Jumbotail,E-commerce,Series B2,11000000.0,Bangalore,,Nexus Venture Partners and 23 High Networth Individuals (HNIs)
Winzo,Gaming startup,,2000000.0,New Delhi,,"Makers Fund, Courtside Ventures"
mCaffeine,Cosmetics,Series B,5000000.0,Mumbai,,"RPSG Ventures, Amicus Capital"
Pocket FM,FM,Series A,5000000.0,Bangalore,,"Times Group, Lightspeed"
Snackible,Healthcare,Bridge,0.0,Mumbai,,"Mumbai Angels, Murali Nair"
FreshtoHome,E-commerce,,16000000.0,Bangalore,,"Ascent Capital, Iron Pillar"
Jumbotail,Retail,Series B2,11000000.0,Bangalore,,"Nexus Venture Partners, Capria Ventures"
Nykaa,E-commerce,,0.0,Mumbai,,"Katrina Kaif, Steadview Capital"
TagZ Foods,Food,,0.0,Bangalore,,"Exfinity Venture Partners, Shesh Kondi"
Genius Teacher,Edtech,,2000000.0,Mumbai,,"Sandeep Tandon, Daniel Lapus"
Krimanshi Feeds,Nutrition sector,,500000.0,Jodhpur,,"Rajasthan Venture Capital Fund, AIM Smart City"
Origo,AgriTech,Debt,4000000.0,Gurugram,,Northern Arc Capital
GetVantage,FinTech,Seed,5000000.0,Mumbai,,"Samyakth Capital, Venture Catalysts"
Betterplace,Tech platform,Series B,10000000.0,Bangalore,,Jungle Ventures
Biddano,Healthcare,Pre-series A,600000.0,Mumbai,,Windrose Capital
InVideo,Video,Series A,15000000.0,Mumbai,,"Base Partners, Sequoia Capital India"
Arzooo,Retail Tech,Series A,7500000.0,Bangalore,,"3Lines, Jabbar Internet Group"
Hubilo,Tech company,Seed,4500000.0,"San Francisco, California, United States",,"Nishant Rao, Jonathan Boutelle"
BASIC Home Loan,FinTech,Seed,5000000.0,Gurugram,,Picus Capital
Ketos,AI startup,,18000000.0,"San Francisco, United States",,"Citi Ventures, Illuminated Funds Group"
SUGAR cosmetics,Cosmetics,Debt,2000000.0,Mumbai,,"A91 Partners, RB Investments Pte. Ltd"
Signzy,FinTech,,5400000.0,Bangalore,,"GenNext Ventures, Contrarian Drishti Partners"
Ahaguru,Edtech,Series A,0.0,Chennai,,Anand Mahindra
Tekion,AI startup,Series C,150000000.0,"San Ramon, California",,"Alliance Ventures, Storm Ventures"
Brighteye Ventures,Edtech,,5400000.0,"Paris, Ile-de-France, France",,Tandem
